epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
79,5816.22,1.69924,1.5422,1.82997,0.78284,0.44856,0.49962,0.26898,1.6363,1.46206,1.85049,0.000325526,0.000325526,0.000325526
80,5887.73,1.69087,1.5827,1.82787,0.81694,0.43349,0.49265,0.26378,1.62908,1.4643,1.82649,0.000311379,0.000311379,0.000311379
81,5961.43,1.68018,1.46294,1.78502,0.8033,0.4161,0.49011,0.26527,1.61806,1.45785,1.81525,0.000297232,0.000297232,0.000297232
82,6032.72,1.68582,1.50772,1.81887,0.77038,0.41808,0.49357,0.26504,1.61674,1.44587,1.81187,0.000283085,0.000283085,0.000283085
83,6101.48,1.65685,1.49291,1.80356,0.79206,0.44618,0.48832,0.26504,1.59506,1.43763,1.8027,0.000268938,0.000268938,0.000268938
84,6171.36,1.64851,1.49377,1.78963,0.83282,0.43314,0.50825,0.27992,1.58966,1.38028,1.80667,0.000254791,0.000254791,0.000254791
85,6239.37,1.64124,1.43642,1.78401,0.79639,0.47624,0.53046,0.28496,1.60878,1.35736,1.82652,0.000240644,0.000240644,0.000240644
86,6307.94,1.70221,1.53205,1.88384,0.80168,0.45277,0.50121,0.27086,1.59786,1.41927,1.81839,0.000226497,0.000226497,0.000226497
87,6377.06,1.64885,1.458,1.80762,0.805,0.43323,0.47866,0.25117,1.64963,1.46026,1.85266,0.000212349,0.000212349,0.000212349
88,6446.3,1.67708,1.45208,1.79561,0.81815,0.46036,0.52331,0.28197,1.59015,1.37903,1.81817,0.000198202,0.000198202,0.000198202
89,6519.49,1.64061,1.42524,1.79678,0.79485,0.46794,0.53553,0.29168,1.58393,1.37677,1.80659,0.000184055,0.000184055,0.000184055
90,6591.09,1.64656,1.44069,1.77924,0.80882,0.48217,0.52419,0.28517,1.59933,1.38868,1.8187,0.000169908,0.000169908,0.000169908
91,6661.37,1.63709,1.65241,1.83582,0.80755,0.46247,0.53501,0.28611,1.6056,1.4239,1.81819,0.000155761,0.000155761,0.000155761
92,6732.48,1.62836,1.58119,1.81222,0.80549,0.42592,0.51224,0.2628,1.67448,1.51209,1.88414,0.000141614,0.000141614,0.000141614
93,6799.97,1.5976,1.48714,1.76379,0.81925,0.44873,0.53471,0.28978,1.64782,1.4738,1.8641,0.000127467,0.000127467,0.000127467
94,6867.32,1.60691,1.47,1.78683,0.831,0.46669,0.54886,0.30228,1.6228,1.41656,1.84438,0.00011332,0.00011332,0.00011332
95,6934.42,1.67061,1.49136,1.83323,0.82525,0.44995,0.54342,0.30257,1.59219,1.39565,1.8223,9.91726e-05,9.91726e-05,9.91726e-05
96,7001.39,1.60297,1.46508,1.7725,0.80252,0.48526,0.54477,0.29813,1.59444,1.38866,1.8291,8.50255e-05,8.50255e-05,8.50255e-05
97,7068.82,1.54642,1.38976,1.73271,0.84833,0.45226,0.53799,0.29145,1.59299,1.39158,1.8258,7.08784e-05,7.08784e-05,7.08784e-05
98,7137.08,1.58744,1.4124,1.77705,0.81451,0.48738,0.54011,0.28951,1.60073,1.39992,1.83299,5.67313e-05,5.67313e-05,5.67313e-05
99,7204.73,1.58398,1.40025,1.78235,0.80941,0.48282,0.54532,0.29162,1.60761,1.40374,1.83592,4.25842e-05,4.25842e-05,4.25842e-05
100,7272.2,1.57009,1.40855,1.76081,0.82845,0.45339,0.54534,0.29742,1.59799,1.39973,1.82693,2.84371e-05,2.84371e-05,2.84371e-05
1,2.07418,3.55506,4.15824,4.25547,0.00022,0.01136,0.00013,3e-05,3.53963,3.93408,4.15818,0.00017148,0.00017148,0.00017148
2,3.43889,3.6859,4.07339,4.20417,0.00028,0.01515,0.00019,4e-05,3.53089,3.93521,4.15218,0.000353713,0.000353713,0.000353713
3,4.74979,3.70783,3.89297,4.13647,0.00028,0.01515,0.00023,6e-05,3.49586,3.91993,4.12583,0.000532268,0.000532268,0.000532268
4,6.03283,3.56735,3.72618,4.03472,0.00086,0.04545,0.00065,0.00023,3.4654,3.99946,4.08975,0.000707145,0.000707145,0.000707145
5,7.29373,3.45276,3.60123,3.91812,0.00221,0.11742,0.00165,0.00055,3.43899,3.96003,4.07122,0.000878343,0.000878343,0.000878343
6,8.70194,3.30338,3.44771,3.73813,0.00197,0.09848,0.00153,0.00047,3.5288,4.36942,4.27025,0.00104586,0.00104586,0.00104586
7,9.97495,3.23206,3.31768,3.54198,0.00255,0.09848,0.00229,0.00065,3.5793,4.51376,4.27222,0.00120971,0.00120971,0.00120971
8,11.2114,3.16664,3.24683,3.41315,0.00243,0.04924,0.00244,0.00061,3.56482,5.06095,4.37557,0.00132997,0.00132997,0.00132997
9,12.4558,3.01194,3.16181,3.29324,0.51799,0.05691,0.01652,0.00559,3.26981,4.04346,3.65631,0.00131582,0.00131582,0.00131582
10,13.7142,3.07392,3.046,3.21007,0.07661,0.01894,0.01964,0.00436,3.17767,4.02783,3.70286,0.00130168,0.00130168,0.00130168
11,14.9458,2.96992,2.98363,3.13117,0.68325,0.07197,0.01044,0.0032,3.08387,8.50476,3.51799,0.00128753,0.00128753,0.00128753
12,16.2829,2.93255,2.98336,3.08482,0.37662,0.16358,0.02523,0.00629,2.99845,4.64002,3.28694,0.00127338,0.00127338,0.00127338
13,17.5254,2.85946,2.90203,2.96776,0.44769,0.08016,0.04588,0.01498,2.8723,3.65627,3.16571,0.00125923,0.00125923,0.00125923
14,18.7433,2.8558,2.95193,2.98432,0.40848,0.12227,0.04512,0.01376,2.73578,3.28214,3.01172,0.00124509,0.00124509,0.00124509
15,20.0398,2.77215,2.91115,2.8642,0.12097,0.16772,0.09973,0.03129,2.67341,3.52264,2.94145,0.00123094,0.00123094,0.00123094
16,21.2774,2.80713,2.80076,2.86373,0.46018,0.17283,0.11455,0.04296,2.54663,2.9226,2.76757,0.00121679,0.00121679,0.00121679
17,22.5168,2.76051,2.84661,2.87604,0.58345,0.18393,0.15606,0.06476,2.46498,2.83831,2.69977,0.00120265,0.00120265,0.00120265
18,23.7518,2.70061,2.69196,2.7603,0.44685,0.16482,0.10359,0.03909,2.55749,3.00924,2.75598,0.0011885,0.0011885,0.0011885
19,24.9689,2.61163,2.76144,2.75455,0.49033,0.17947,0.13016,0.04637,2.50059,2.73616,2.71025,0.00117435,0.00117435,0.00117435
20,26.1866,2.61568,2.66604,2.67907,0.56624,0.21846,0.17784,0.06885,2.40729,2.34532,2.6109,0.00116021,0.00116021,0.00116021
21,27.3937,2.58965,2.62907,2.64396,0.57402,0.21392,0.17634,0.06578,2.3824,2.45386,2.58634,0.00114606,0.00114606,0.00114606
22,28.6296,2.55966,2.55381,2.64739,0.61934,0.19098,0.21623,0.08109,2.28691,2.31574,2.54438,0.00113191,0.00113191,0.00113191
23,29.8635,2.4954,2.46676,2.59305,0.6855,0.18411,0.22521,0.08818,2.30846,2.35695,2.49601,0.00111776,0.00111776,0.00111776
24,31.223,2.50102,2.4247,2.53361,0.6501,0.16499,0.21231,0.0893,2.27289,2.3969,2.44724,0.00110362,0.00110362,0.00110362
25,32.4537,2.44688,2.38511,2.48491,0.63473,0.23296,0.24721,0.10723,2.20809,2.35496,2.38316,0.00108947,0.00108947,0.00108947
26,33.6885,2.40372,2.38489,2.49574,0.63048,0.21686,0.22032,0.09464,2.23148,2.24362,2.45326,0.00107532,0.00107532,0.00107532
27,34.9374,2.39262,2.29742,2.48227,0.5927,0.21002,0.21745,0.08391,2.20651,2.25797,2.41652,0.00106118,0.00106118,0.00106118
28,36.1885,2.37481,2.26747,2.47723,0.67562,0.2574,0.27639,0.12063,2.10905,2.09512,2.34853,0.00104703,0.00104703,0.00104703
29,37.4076,2.31854,2.22449,2.39714,0.67485,0.23036,0.25129,0.10932,2.14152,2.17151,2.41185,0.00103288,0.00103288,0.00103288
30,38.6137,2.27512,2.19698,2.35887,0.72553,0.24991,0.28139,0.12368,2.13997,2.11935,2.37382,0.00101873,0.00101873,0.00101873
31,39.8374,2.32728,2.22633,2.4,0.64695,0.25907,0.27301,0.11542,2.03951,2.07237,2.28796,0.00100459,0.00100459,0.00100459
32,41.0734,2.26604,2.21003,2.38219,0.74688,0.25413,0.30577,0.13814,2.05245,1.98173,2.28592,0.00099044,0.00099044,0.00099044
33,42.3978,2.23126,2.1049,2.3075,0.77799,0.23485,0.30685,0.12894,2.10141,1.96079,2.3368,0.000976293,0.000976293,0.000976293
34,43.6279,2.28088,2.12658,2.32471,0.69132,0.29765,0.29674,0.13265,2.02811,2.06458,2.30027,0.000962146,0.000962146,0.000962146
35,44.8417,2.18546,2.11289,2.27423,0.69396,0.27299,0.30358,0.14231,2.02814,1.99865,2.27893,0.000947999,0.000947999,0.000947999
36,46.1046,2.15075,2.01776,2.25806,0.77771,0.28351,0.33784,0.14792,2.05544,1.89738,2.24856,0.000933851,0.000933851,0.000933851
37,47.3252,2.14045,2.03753,2.2721,0.68429,0.28456,0.31603,0.139,2.03368,1.89966,2.25468,0.000919704,0.000919704,0.000919704
38,48.5356,2.12507,2.06157,2.26217,0.71309,0.32629,0.35036,0.15349,1.95467,1.83388,2.18787,0.000905557,0.000905557,0.000905557
39,49.7536,2.07006,2.02586,2.21855,0.69855,0.34224,0.35835,0.15519,1.97321,1.85577,2.17675,0.00089141,0.00089141,0.00089141
40,50.9858,2.07653,1.95972,2.19257,0.74886,0.32593,0.37364,0.1656,1.90937,1.7573,2.12072,0.000877263,0.000877263,0.000877263
41,52.316,2.04661,1.92384,2.15296,0.74285,0.34144,0.36388,0.16292,1.89262,1.76143,2.11994,0.000863116,0.000863116,0.000863116
42,53.5486,2.04138,1.91076,2.15289,0.78804,0.28427,0.36379,0.15779,2.02553,1.80559,2.22426,0.000848969,0.000848969,0.000848969
43,54.7526,2.02336,1.92213,2.14421,0.74118,0.35248,0.38487,0.18114,1.9152,1.71258,2.15669,0.000834822,0.000834822,0.000834822
44,55.9932,2.00965,1.98526,2.15594,0.72016,0.36893,0.4021,0.18744,1.8826,1.69876,2.11994,0.000820675,0.000820675,0.000820675
45,57.1994,1.98577,1.88228,2.10467,0.76176,0.34049,0.38328,0.1798,1.83876,1.73209,2.08486,0.000806528,0.000806528,0.000806528
46,58.3992,1.98247,1.84962,2.10295,0.788,0.33369,0.41344,0.18404,1.79651,1.67665,2.02348,0.00079238,0.00079238,0.00079238
47,59.6315,1.98016,1.86021,2.12157,0.774,0.38753,0.42877,0.20781,1.7773,1.61314,1.98061,0.000778233,0.000778233,0.000778233
48,60.8777,1.95413,1.85404,2.05733,0.69273,0.36443,0.38956,0.18524,1.91379,1.75045,2.08596,0.000764086,0.000764086,0.000764086
49,62.072,1.97565,1.83331,2.08202,0.73998,0.36137,0.41474,0.19124,1.83297,1.65968,2.04775,0.000749939,0.000749939,0.000749939
50,63.3849,1.95207,1.79715,2.06117,0.72821,0.33429,0.38126,0.18546,1.83077,1.68862,2.013,0.000735792,0.000735792,0.000735792
51,64.6005,1.93035,1.7745,2.04533,0.76854,0.3669,0.40952,0.20316,1.72483,1.66106,1.9426,0.000721645,0.000721645,0.000721645
52,65.8352,1.95959,1.78706,2.04616,0.78233,0.34647,0.41765,0.20157,1.86157,1.68036,2.05064,0.000707498,0.000707498,0.000707498
53,67.0639,1.8825,1.78725,2.02775,0.78208,0.32357,0.40816,0.20521,1.7749,1.69137,1.99575,0.000693351,0.000693351,0.000693351
54,68.2567,1.89621,1.80068,2.00841,0.73679,0.38955,0.43211,0.21748,1.70484,1.60963,1.95552,0.000679204,0.000679204,0.000679204
55,69.4834,1.85493,1.76471,1.98591,0.77304,0.38514,0.43466,0.20883,1.77385,1.64739,1.9813,0.000665057,0.000665057,0.000665057
56,70.7204,1.8691,1.71966,1.98912,0.82622,0.38037,0.44041,0.21873,1.70654,1.57514,1.92723,0.000650909,0.000650909,0.000650909
57,71.9302,1.83543,1.71691,1.97822,0.82491,0.36855,0.45235,0.22616,1.69432,1.55124,1.91202,0.000636762,0.000636762,0.000636762
58,73.1469,1.8328,1.67218,1.99326,0.75544,0.40662,0.43892,0.22829,1.75598,1.55117,1.95322,0.000622615,0.000622615,0.000622615
59,74.4618,1.83144,1.69191,1.96383,0.79461,0.38045,0.44887,0.22364,1.73686,1.56694,1.92722,0.000608468,0.000608468,0.000608468
60,75.6851,1.80096,1.66876,1.93063,0.85123,0.38689,0.45982,0.22648,1.75059,1.57089,1.9406,0.000594321,0.000594321,0.000594321
61,76.8934,1.8222,1.69318,1.93694,0.79342,0.40257,0.45469,0.24087,1.65765,1.50382,1.87249,0.000580174,0.000580174,0.000580174
62,78.0947,1.82513,1.64857,1.94288,0.78483,0.38347,0.44209,0.22725,1.70788,1.51588,1.9013,0.000566027,0.000566027,0.000566027
63,79.2941,1.79237,1.63178,1.89314,0.82953,0.40942,0.48141,0.24218,1.63619,1.48324,1.86242,0.00055188,0.00055188,0.00055188
64,80.5127,1.81122,1.65425,1.91191,0.7819,0.39592,0.45812,0.22964,1.68264,1.50857,1.91275,0.000537733,0.000537733,0.000537733
65,81.722,1.777,1.60307,1.89131,0.82873,0.38011,0.46643,0.22735,1.71095,1.49891,1.91665,0.000523586,0.000523586,0.000523586
66,82.9229,1.79207,1.59006,1.89074,0.87156,0.36425,0.45901,0.22392,1.74892,1.51794,1.98012,0.000509438,0.000509438,0.000509438
67,84.1294,1.79327,1.63519,1.86784,0.87871,0.35677,0.47124,0.23619,1.68729,1.50007,1.88973,0.000495291,0.000495291,0.000495291
68,85.4627,1.75053,1.59466,1.87921,0.82202,0.3987,0.47924,0.2519,1.67257,1.4536,1.87639,0.000481144,0.000481144,0.000481144
69,86.703,1.8167,1.6211,1.88717,0.79658,0.40205,0.45435,0.22934,1.66477,1.56496,1.9044,0.000466997,0.000466997,0.000466997
70,87.9411,1.77918,1.61462,1.87809,0.81379,0.37446,0.44966,0.22434,1.72139,1.55182,1.90787,0.00045285,0.00045285,0.00045285
71,89.1712,1.75431,1.56887,1.87148,0.82508,0.38992,0.47457,0.23949,1.66147,1.48684,1.84553,0.000438703,0.000438703,0.000438703
72,90.4185,1.70768,1.58833,1.86691,0.8372,0.38741,0.48935,0.25851,1.61865,1.44699,1.84371,0.000424556,0.000424556,0.000424556
73,91.6514,1.71773,1.52474,1.84158,0.80303,0.41282,0.49038,0.25322,1.68204,1.43726,1.87414,0.000410409,0.000410409,0.000410409
74,92.8553,1.71728,1.5624,1.82714,0.81785,0.40832,0.47653,0.24163,1.6857,1.43279,1.88223,0.000396262,0.000396262,0.000396262
75,94.0753,1.71537,1.57548,1.8734,0.82441,0.37984,0.47674,0.25535,1.61186,1.43831,1.82564,0.000382115,0.000382115,0.000382115
76,95.3331,1.73515,1.5472,1.8561,0.79194,0.43693,0.48925,0.25551,1.65129,1.40209,1.86717,0.000367967,0.000367967,0.000367967
77,96.6776,1.71632,1.54059,1.83588,0.81379,0.41791,0.50089,0.25426,1.68231,1.40858,1.88444,0.00035382,0.00035382,0.00035382
78,97.8981,1.70807,1.54534,1.83216,0.84979,0.4095,0.50253,0.25675,1.64241,1.41278,1.84208,0.000339673,0.000339673,0.000339673
79,99.1073,1.71169,1.51465,1.84144,0.82787,0.40683,0.49778,0.24966,1.66814,1.42684,1.8475,0.000325526,0.000325526,0.000325526
80,100.35,1.70935,1.47937,1.77988,0.77313,0.4455,0.48613,0.25039,1.63806,1.42848,1.83416,0.000311379,0.000311379,0.000311379
81,101.581,1.65936,1.51531,1.8245,0.80042,0.39517,0.46322,0.23448,1.78573,1.4611,1.97413,0.000297232,0.000297232,0.000297232
82,102.804,1.70999,1.49406,1.81938,0.82125,0.4179,0.49301,0.25982,1.63324,1.3955,1.84836,0.000283085,0.000283085,0.000283085
83,104.01,1.64493,1.50468,1.81,0.84234,0.41041,0.48676,0.2538,1.64052,1.42484,1.85524,0.000268938,0.000268938,0.000268938
84,105.249,1.6666,1.52852,1.84643,0.85671,0.38768,0.49263,0.2558,1.66093,1.39393,1.86752,0.000254791,0.000254791,0.000254791
85,106.459,1.68781,1.46318,1.7778,0.80687,0.44673,0.50275,0.25789,1.67669,1.38684,1.86143,0.000240644,0.000240644,0.000240644
86,107.771,1.64387,1.44747,1.75733,0.82734,0.43702,0.51127,0.26288,1.68668,1.3745,1.86024,0.000226497,0.000226497,0.000226497
87,108.993,1.61387,1.42438,1.74417,0.8626,0.38115,0.49234,0.26214,1.65599,1.38783,1.84435,0.000212349,0.000212349,0.000212349
88,110.226,1.65026,1.446,1.76346,0.84335,0.41064,0.49891,0.26694,1.61957,1.36472,1.81725,0.000198202,0.000198202,0.000198202
89,111.449,1.68836,1.4783,1.8056,0.86967,0.39358,0.50704,0.26825,1.60865,1.33584,1.81097,0.000184055,0.000184055,0.000184055
90,112.695,1.65226,1.43201,1.7712,0.80648,0.45243,0.50701,0.26502,1.62087,1.36588,1.81257,0.000169908,0.000169908,0.000169908
91,132.81,1.60707,1.613,1.79237,0.79438,0.43182,0.48717,0.25606,1.6434,1.41026,1.82377,0.000155761,0.000155761,0.000155761
92,134.032,1.60559,1.54148,1.79652,0.88239,0.36657,0.48219,0.24739,1.66845,1.48374,1.85386,0.000141614,0.000141614,0.000141614
93,135.253,1.56915,1.47908,1.7291,0.85055,0.40511,0.49669,0.25935,1.64512,1.4456,1.83665,0.000127467,0.000127467,0.000127467
94,136.456,1.57272,1.44477,1.76365,0.82795,0.42867,0.50507,0.26144,1.65264,1.39296,1.84965,0.00011332,0.00011332,0.00011332
95,137.76,1.585,1.44706,1.76486,0.799,0.44486,0.50489,0.26278,1.65031,1.3497,1.84477,9.91726e-05,9.91726e-05,9.91726e-05
96,138.997,1.57751,1.41029,1.70644,0.80003,0.43898,0.51,0.26683,1.65889,1.33588,1.83725,8.50255e-05,8.50255e-05,8.50255e-05
97,140.191,1.53342,1.3965,1.69639,0.81475,0.45715,0.51398,0.26838,1.65356,1.33678,1.8309,7.08784e-05,7.08784e-05,7.08784e-05
98,141.4,1.49703,1.36818,1.70971,0.83138,0.45583,0.51189,0.26832,1.6447,1.33409,1.8225,5.67313e-05,5.67313e-05,5.67313e-05
99,142.613,1.54638,1.37207,1.69004,0.83714,0.44378,0.51486,0.27595,1.63533,1.33558,1.81937,4.25842e-05,4.25842e-05,4.25842e-05
100,143.87,1.57692,1.41361,1.71357,0.86048,0.43314,0.51561,0.27206,1.63726,1.33462,1.82201,2.84371e-05,2.84371e-05,2.84371e-05
1,3.50651,1.11595,2.73593,1.30182,0.43046,0.56058,0.50836,0.34329,0.99484,2.27537,1.16207,0.00017148,0.00017148,0.00017148
2,6.49736,1.13404,1.16212,1.26914,0.77331,0.49522,0.51656,0.35025,0.95901,2.6636,1.15629,0.000353713,0.000353713,0.000353713
3,9.50793,1.11158,1.07802,1.23117,0.443,0.36082,0.39708,0.24952,1.43658,1.84913,1.60745,0.000532268,0.000532268,0.000532268
4,12.3379,1.16351,1.14816,1.28493,0.73232,0.40149,0.41962,0.24681,1.3861,1.8947,1.59467,0.000707145,0.000707145,0.000707145
5,15.18,1.12347,1.11364,1.26561,0.54058,0.58157,0.55929,0.30142,1.39147,3.14032,1.64563,0.000878343,0.000878343,0.000878343
6,17.9468,1.1828,1.01974,1.27832,0.30275,0.44976,0.34963,0.19732,1.47406,3.40236,1.77915,0.00104586,0.00104586,0.00104586
7,20.7832,1.23297,1.12133,1.29333,0.54354,0.41391,0.35736,0.20183,1.53359,3.96116,1.84536,0.00120971,0.00120971,0.00120971
8,23.5968,1.24555,1.13065,1.32702,0.30205,0.51985,0.35543,0.20664,1.54496,3.73123,1.66797,0.00132997,0.00132997,0.00132997
9,26.4303,1.19371,1.073,1.30479,0.36314,0.37054,0.3337,0.19949,1.48264,5.49373,1.74209,0.00131582,0.00131582,0.00131582
10,29.222,1.23631,1.04138,1.28721,0.45873,0.45023,0.38956,0.25086,1.33699,5.09636,1.5683,0.00130168,0.00130168,0.00130168
11,31.9618,1.15804,1.01709,1.29045,0.44429,0.59314,0.56015,0.32862,1.24328,2.40157,1.53294,0.00128753,0.00128753,0.00128753
12,34.9218,1.19664,1.04838,1.3195,0.50112,0.53363,0.5507,0.32327,1.27578,1.92212,1.52302,0.00127338,0.00127338,0.00127338
13,37.7198,1.1279,0.97012,1.24923,0.51532,0.62736,0.58357,0.35076,1.26367,1.27228,1.43628,0.00125923,0.00125923,0.00125923
14,40.6597,1.15085,0.93308,1.28741,0.66543,0.46686,0.60647,0.37959,1.23565,1.34287,1.41778,0.00124509,0.00124509,0.00124509
15,43.5372,1.16616,0.92882,1.27278,0.47479,0.63404,0.58432,0.37371,1.17686,1.25275,1.37878,0.00123094,0.00123094,0.00123094
16,46.3523,1.11351,0.88741,1.23652,0.67135,0.66308,0.67199,0.38277,1.17169,1.20291,1.34456,0.00121679,0.00121679,0.00121679
17,49.241,1.14547,0.94012,1.28958,0.78186,0.50199,0.56372,0.34591,1.15175,1.33263,1.29252,0.00120265,0.00120265,0.00120265
18,52.1229,1.10194,0.86321,1.24643,0.82787,0.64581,0.70558,0.43928,1.20061,0.97784,1.34336,0.0011885,0.0011885,0.0011885
19,55.0599,1.05966,0.86851,1.23288,0.57488,0.71199,0.66515,0.39587,1.32301,1.04201,1.46369,0.00117435,0.00117435,0.00117435
20,57.8728,1.05538,0.81775,1.20156,0.70808,0.58445,0.62892,0.37353,1.28301,1.14768,1.41398,0.00116021,0.00116021,0.00116021
21,60.5798,1.1437,0.86682,1.24176,0.63709,0.51296,0.59281,0.34498,1.27125,1.0637,1.4393,0.00114606,0.00114606,0.00114606
22,63.3433,1.072,0.84332,1.22961,0.61065,0.66482,0.62413,0.37677,1.24233,1.13896,1.37772,0.00113191,0.00113191,0.00113191
23,66.0617,1.04267,0.82911,1.20353,0.61621,0.55723,0.63653,0.37425,1.1909,1.04802,1.32545,0.00111776,0.00111776,0.00111776
24,68.9337,1.0294,0.82193,1.18403,0.67831,0.54465,0.63245,0.38832,1.17374,0.97573,1.36098,0.00110362,0.00110362,0.00110362
25,71.7513,1.02179,0.79253,1.17846,0.5531,0.68969,0.6425,0.40155,1.16959,1.00565,1.37089,0.00108947,0.00108947,0.00108947
26,74.5317,1.02012,0.73602,1.19067,0.88715,0.55735,0.69944,0.44335,1.18421,0.91035,1.40299,0.00107532,0.00107532,0.00107532
27,77.373,1.00001,0.73878,1.17403,0.83373,0.65119,0.69789,0.43297,1.18355,0.95594,1.41034,0.00106118,0.00106118,0.00106118
28,80.1851,0.93285,0.70869,1.15091,0.76597,0.61192,0.68414,0.43045,1.16555,0.8838,1.39327,0.00104703,0.00104703,0.00104703
29,82.9854,0.99361,0.70601,1.13899,0.61336,0.66715,0.64376,0.39776,1.10955,0.948,1.31913,0.00103288,0.00103288,0.00103288
30,85.8481,0.94795,0.71389,1.13936,0.52432,0.52114,0.59911,0.37708,1.16677,0.90579,1.31204,0.00101873,0.00101873,0.00101873
31,88.6144,0.95723,0.71407,1.14932,0.54386,0.54371,0.59939,0.38391,1.13738,0.89334,1.28097,0.00100459,0.00100459,0.00100459
32,91.4525,0.96315,0.70556,1.17084,0.65404,0.60763,0.62007,0.38832,1.21108,0.89705,1.35122,0.00099044,0.00099044,0.00099044
33,94.1531,0.92272,0.67969,1.10796,0.87144,0.53066,0.61836,0.40624,1.12095,0.88298,1.33097,0.000976293,0.000976293,0.000976293
34,96.7397,0.95169,0.65989,1.11391,0.69639,0.58049,0.63009,0.40187,1.18306,0.80709,1.34565,0.000962146,0.000962146,0.000962146
35,99.2729,0.93101,0.65568,1.12675,0.51782,0.69339,0.60707,0.3666,1.21398,0.92325,1.41462,0.000947999,0.000947999,0.000947999
36,101.831,0.90801,0.63066,1.11093,0.63009,0.55426,0.63214,0.39608,1.18609,0.88431,1.36091,0.000933851,0.000933851,0.000933851
37,104.471,0.90549,0.63952,1.13839,0.64428,0.64732,0.66179,0.41894,1.17352,0.8674,1.36475,0.000919704,0.000919704,0.000919704
38,106.989,0.89337,0.64984,1.11539,0.63924,0.6437,0.65599,0.41077,1.19807,0.86649,1.36573,0.000905557,0.000905557,0.000905557
39,109.531,0.873,0.67444,1.10697,0.7205,0.66076,0.66897,0.42841,1.12811,0.83331,1.29494,0.00089141,0.00089141,0.00089141
40,112.085,0.85697,0.61867,1.10051,0.6487,0.69348,0.69813,0.45079,1.1336,0.80235,1.28956,0.000877263,0.000877263,0.000877263
41,114.736,0.91683,0.64223,1.12811,0.70741,0.69597,0.69511,0.4637,1.13385,0.80541,1.28892,0.000863116,0.000863116,0.000863116
42,117.497,0.84087,0.57458,1.08213,0.56894,0.76499,0.66087,0.4432,1.10623,0.84219,1.27541,0.000848969,0.000848969,0.000848969
43,120.031,0.86283,0.59501,1.09124,0.68685,0.63219,0.6562,0.42871,1.11864,0.81315,1.30494,0.000834822,0.000834822,0.000834822
44,122.593,0.85115,0.70528,1.1158,0.66372,0.64992,0.66616,0.43162,1.10952,0.89435,1.28113,0.000820675,0.000820675,0.000820675
45,125.123,0.83998,0.61229,1.07778,0.70242,0.64668,0.67546,0.43756,1.13631,0.80756,1.30231,0.000806528,0.000806528,0.000806528
46,127.654,0.8247,0.59087,1.08278,0.71479,0.68555,0.69751,0.44886,1.1447,0.80631,1.28571,0.00079238,0.00079238,0.00079238
47,130.182,0.82114,0.60059,1.07171,0.90412,0.63175,0.72477,0.47195,1.14539,0.80498,1.28047,0.000778233,0.000778233,0.000778233
48,132.865,0.80711,0.58301,1.05949,0.7617,0.60521,0.69148,0.43634,1.14026,0.88669,1.32438,0.000764086,0.000764086,0.000764086
49,135.5,0.82561,0.5773,1.07184,0.7803,0.6491,0.66877,0.43067,1.16011,0.86907,1.32993,0.000749939,0.000749939,0.000749939
50,138.017,0.80369,0.53901,1.06807,0.77261,0.61939,0.66244,0.42357,1.14983,0.84129,1.35809,0.000735792,0.000735792,0.000735792
51,140.556,0.79197,0.54744,1.05265,0.59995,0.6548,0.66229,0.4294,1.16028,0.87321,1.41281,0.000721645,0.000721645,0.000721645
52,143.125,0.80073,0.53334,1.05081,0.79333,0.57072,0.65771,0.43659,1.07124,0.79483,1.2968,0.000707498,0.000707498,0.000707498
53,145.657,0.75862,0.51575,1.05272,0.72877,0.65544,0.67824,0.45835,1.11153,0.79738,1.31068,0.000693351,0.000693351,0.000693351
54,148.324,0.728,0.51999,1.01824,0.75118,0.66041,0.67341,0.46223,1.11209,0.80956,1.30877,0.000679204,0.000679204,0.000679204
55,150.862,0.71334,0.49438,1.01507,0.621,0.65472,0.66776,0.45147,1.12382,0.74817,1.31615,0.000665057,0.000665057,0.000665057
56,153.416,0.72506,0.50545,1.01866,0.74368,0.65563,0.6901,0.4715,1.08344,0.7468,1.26022,0.000650909,0.000650909,0.000650909
57,155.961,0.72469,0.52003,1.01862,0.91825,0.64,0.73038,0.4845,1.10369,0.75063,1.29324,0.000636762,0.000636762,0.000636762
58,158.6,0.75611,0.51208,1.04674,0.87176,0.65894,0.72181,0.47627,1.09479,0.74715,1.27769,0.000622615,0.000622615,0.000622615
59,161.139,0.7207,0.49453,1.02747,0.90375,0.65383,0.72325,0.48836,1.07485,0.75334,1.28895,0.000608468,0.000608468,0.000608468
60,163.823,0.69014,0.47759,1.00425,0.6926,0.67548,0.68981,0.45166,1.11564,0.77709,1.33745,0.000594321,0.000594321,0.000594321
61,166.461,0.71576,0.48862,1.01293,0.76672,0.65139,0.69102,0.45759,1.10502,0.75384,1.33068,0.000580174,0.000580174,0.000580174
62,168.99,0.7109,0.4767,1.00706,0.7288,0.5892,0.63966,0.43602,1.08873,0.73419,1.30565,0.000566027,0.000566027,0.000566027
63,171.537,0.67579,0.45865,0.98316,0.6613,0.60348,0.62129,0.42373,1.12572,0.75128,1.34551,0.00055188,0.00055188,0.00055188
