epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
64,174.084,0.68356,0.46034,0.99754,0.65262,0.59969,0.62744,0.41728,1.13124,0.78264,1.35503,0.000537733,0.000537733,0.000537733
65,176.606,0.65798,0.43594,0.98359,0.67351,0.65651,0.66204,0.44324,1.13104,0.74564,1.36975,0.000523586,0.000523586,0.000523586
66,179.151,0.66442,0.45622,0.9787,0.80964,0.65855,0.684,0.46135,1.11709,0.79506,1.3425,0.000509438,0.000509438,0.000509438
67,181.789,0.70409,0.47981,0.9943,0.82969,0.70059,0.71236,0.49002,1.09811,0.79451,1.34039,0.000495291,0.000495291,0.000495291
68,184.473,0.63711,0.44083,0.97462,0.90134,0.66802,0.72397,0.47457,1.14191,0.75885,1.3736,0.000481144,0.000481144,0.000481144
69,187.014,0.67665,0.4608,0.97975,0.72032,0.60714,0.69765,0.46959,1.10984,0.77583,1.33178,0.000466997,0.000466997,0.000466997
70,189.559,0.62549,0.4399,0.96389,0.68448,0.67927,0.69418,0.47017,1.08845,0.74906,1.29497,0.00045285,0.00045285,0.00045285
71,192.101,0.64422,0.4312,0.98176,0.68976,0.72613,0.70529,0.48623,1.03664,0.76479,1.23836,0.000438703,0.000438703,0.000438703
72,194.66,0.63172,0.42549,0.98953,0.63741,0.67427,0.65952,0.45486,1.0603,0.78748,1.26611,0.000424556,0.000424556,0.000424556
73,197.308,0.60557,0.4033,0.9585,0.70287,0.66282,0.67107,0.46857,1.05832,0.76413,1.28633,0.000410409,0.000410409,0.000410409
74,199.82,0.60165,0.4067,0.94831,0.79742,0.64699,0.69632,0.48939,1.08331,0.74602,1.29822,0.000396262,0.000396262,0.000396262
75,202.36,0.60624,0.40354,0.97338,0.74559,0.69634,0.69758,0.47467,1.04722,0.75173,1.27527,0.000382115,0.000382115,0.000382115
76,204.97,0.60313,0.41017,0.95018,0.79671,0.71148,0.72875,0.50314,1.07713,0.76856,1.29384,0.000367967,0.000367967,0.000367967
77,207.627,0.61918,0.41219,0.96792,0.77195,0.6667,0.7067,0.47617,1.08806,0.72475,1.33864,0.00035382,0.00035382,0.00035382
78,210.156,0.61919,0.41313,0.96251,0.83352,0.59515,0.68602,0.46832,1.0874,0.7566,1.32657,0.000339673,0.000339673,0.000339673
79,212.693,0.61264,0.42201,0.96648,0.68289,0.66536,0.67883,0.4659,1.03894,0.76611,1.29364,0.000325526,0.000325526,0.000325526
80,215.362,0.5985,0.38983,0.94478,0.67591,0.67377,0.68541,0.48439,1.04265,0.742,1.31077,0.000311379,0.000311379,0.000311379
81,217.889,0.56835,0.40047,0.94778,0.92503,0.64477,0.72187,0.50519,1.05229,0.71072,1.31687,0.000297232,0.000297232,0.000297232
82,220.535,0.58063,0.39344,0.9522,0.91442,0.6412,0.72496,0.50612,1.03851,0.71724,1.28334,0.000283085,0.000283085,0.000283085
83,223.182,0.56322,0.38299,0.9526,0.93226,0.63992,0.73949,0.51149,1.0176,0.72132,1.26359,0.000268938,0.000268938,0.000268938
84,225.87,0.55519,0.38732,0.95701,0.91031,0.64148,0.72998,0.49921,1.06142,0.73659,1.3029,0.000254791,0.000254791,0.000254791
85,228.406,0.55809,0.36626,0.92865,0.89597,0.66226,0.72485,0.49461,1.09237,0.75308,1.34977,0.000240644,0.000240644,0.000240644
86,230.947,0.54062,0.36203,0.92072,0.80817,0.66195,0.71375,0.49048,1.09035,0.75076,1.36667,0.000226497,0.000226497,0.000226497
87,233.587,0.53354,0.35902,0.93125,0.7925,0.66361,0.70014,0.47479,1.11043,0.72485,1.3915,0.000212349,0.000212349,0.000212349
88,236.145,0.53212,0.36091,0.92921,0.80618,0.67066,0.69991,0.47381,1.07591,0.72931,1.3606,0.000198202,0.000198202,0.000198202
89,238.697,0.54128,0.36281,0.9309,0.80161,0.67218,0.69946,0.47702,1.07151,0.73864,1.35286,0.000184055,0.000184055,0.000184055
90,241.229,0.54537,0.35966,0.93014,0.67694,0.68145,0.6558,0.45411,1.08899,0.77098,1.35762,0.000169908,0.000169908,0.000169908
91,262.531,0.5032,0.33997,0.89293,0.64649,0.66279,0.64345,0.43694,1.10402,0.76061,1.38421,0.000155761,0.000155761,0.000155761
92,265.097,0.49591,0.32123,0.89328,0.6885,0.57194,0.61873,0.42389,1.08529,0.74446,1.37959,0.000141614,0.000141614,0.000141614
93,267.721,0.47771,0.30215,0.87616,0.70097,0.66904,0.63903,0.44698,1.08166,0.7307,1.38007,0.000127467,0.000127467,0.000127467
94,270.255,0.47861,0.30095,0.88374,0.73157,0.65146,0.64977,0.45727,1.06949,0.71219,1.36923,0.00011332,0.00011332,0.00011332
95,272.773,0.47607,0.3011,0.8827,0.73418,0.65507,0.67775,0.47601,1.08195,0.6972,1.39389,9.91726e-05,9.91726e-05,9.91726e-05
96,275.323,0.45747,0.28513,0.85652,0.75473,0.6593,0.69673,0.48773,1.06897,0.70263,1.39075,8.50255e-05,8.50255e-05,8.50255e-05
97,277.866,0.44075,0.28121,0.85631,0.80975,0.65017,0.71879,0.49685,1.07255,0.71754,1.38285,7.08784e-05,7.08784e-05,7.08784e-05
98,280.481,0.44352,0.27466,0.87367,0.85699,0.63424,0.71473,0.4976,1.07838,0.71559,1.38777,5.67313e-05,5.67313e-05,5.67313e-05
99,282.998,0.44342,0.27868,0.86735,0.8048,0.63786,0.69301,0.48904,1.08147,0.71709,1.38171,4.25842e-05,4.25842e-05,4.25842e-05
100,285.54,0.44935,0.28648,0.85772,0.82749,0.62899,0.71887,0.50213,1.07957,0.71737,1.38301,2.84371e-05,2.84371e-05,2.84371e-05
1,2.92411,0.55949,0.38447,0.95548,0.83216,0.64806,0.70779,0.47218,1.12504,0.78419,1.333,0.00017148,0.00017148,0.00017148
2,5.58202,0.59897,0.42394,0.96505,0.74573,0.62324,0.69484,0.46733,1.12874,0.80779,1.33957,0.000354892,0.000354892,0.000354892
3,8.13838,0.64747,0.43075,0.95982,0.87134,0.67411,0.71528,0.47921,1.08409,0.77557,1.32225,0.000535852,0.000535852,0.000535852
4,10.7997,0.63339,0.4562,0.9787,0.65874,0.69949,0.67835,0.43101,1.10344,0.83091,1.30828,0.00071436,0.00071436,0.00071436
5,13.3909,0.68924,0.4943,1.00141,0.74945,0.60626,0.64729,0.41262,1.13441,0.92873,1.34425,0.000890416,0.000890416,0.000890416
6,15.889,0.71791,0.50844,1.00846,0.68444,0.61657,0.64577,0.41116,1.14292,1.10981,1.31223,0.00106402,0.00106402,0.00106402
7,18.3522,0.7256,0.5215,0.99868,0.64787,0.58454,0.59546,0.38371,1.16572,0.92515,1.36448,0.00123517,0.00123517,0.00123517
8,20.8243,0.76188,0.57265,1.04824,0.87516,0.48927,0.56026,0.35058,1.24441,0.99863,1.43163,0.00136298,0.00136298,0.00136298
9,23.302,0.76262,0.54798,1.04486,0.81389,0.63465,0.67946,0.40144,1.22706,0.97472,1.45863,0.00135355,0.00135355,0.00135355
10,25.7607,0.772,0.5731,1.01899,0.79367,0.5425,0.59608,0.36627,1.24999,1.10911,1.47552,0.00134412,0.00134412,0.00134412
11,28.2417,0.77687,0.59956,1.04187,0.80576,0.47808,0.58885,0.35247,1.32164,1.26979,1.46016,0.00133469,0.00133469,0.00133469
12,30.8348,0.75902,0.57394,1.04883,0.83682,0.63514,0.68851,0.43613,1.13148,1.17769,1.37051,0.00132525,0.00132525,0.00132525
13,33.3184,0.74283,0.55379,1.02828,0.54173,0.67095,0.63259,0.40538,1.17278,0.9437,1.46142,0.00131582,0.00131582,0.00131582
14,35.8123,0.77157,0.56735,1.0563,0.61315,0.63261,0.66464,0.43339,1.13613,0.9084,1.441,0.00130639,0.00130639,0.00130639
15,38.3043,0.78264,0.57673,1.04243,0.58578,0.59126,0.60374,0.36982,1.16331,0.9438,1.46021,0.00129696,0.00129696,0.00129696
16,40.7492,0.76973,0.54751,1.03524,0.85844,0.50936,0.58713,0.3681,1.2588,1.01235,1.43736,0.00128753,0.00128753,0.00128753
17,43.2066,0.78154,0.58689,1.06725,0.86632,0.63958,0.71143,0.44144,1.18245,0.93433,1.43912,0.0012781,0.0012781,0.0012781
18,45.8182,0.77325,0.57087,1.05701,0.57237,0.66273,0.68607,0.41165,1.18941,0.94476,1.48186,0.00126867,0.00126867,0.00126867
19,48.3338,0.7492,0.56525,1.05989,0.74517,0.65619,0.66617,0.40607,1.22002,0.97982,1.46086,0.00125923,0.00125923,0.00125923
20,50.835,0.7371,0.55255,1.02687,0.65976,0.74689,0.67663,0.40573,1.16515,0.87353,1.39083,0.0012498,0.0012498,0.0012498
21,53.3251,0.78546,0.56832,1.03947,0.72005,0.55792,0.62729,0.39872,1.18346,0.87595,1.36891,0.00124037,0.00124037,0.00124037
22,55.809,0.75956,0.55645,1.04511,0.67364,0.59281,0.64609,0.41991,1.20293,0.92331,1.37076,0.00123094,0.00123094,0.00123094
23,58.3067,0.70763,0.51066,1.01097,0.68577,0.63208,0.62483,0.39896,1.19196,0.93752,1.39035,0.00122151,0.00122151,0.00122151
24,60.8284,0.74863,0.54374,1.03686,0.84717,0.73165,0.78014,0.46334,1.30115,0.89545,1.51434,0.00121208,0.00121208,0.00121208
25,63.416,0.73801,0.52341,1.00945,0.72527,0.63182,0.65741,0.42334,1.15642,0.81681,1.38135,0.00120265,0.00120265,0.00120265
26,65.9146,0.71733,0.50987,1.02032,0.66693,0.6413,0.62411,0.40345,1.12521,0.90664,1.38757,0.00119322,0.00119322,0.00119322
27,68.3944,0.73033,0.50593,1.02644,0.70925,0.67992,0.6728,0.43507,1.14373,0.84385,1.3962,0.00118378,0.00118378,0.00118378
28,70.9056,0.69708,0.50759,1.00852,0.69088,0.56436,0.62293,0.38923,1.19318,0.85426,1.47546,0.00117435,0.00117435,0.00117435
29,73.4083,0.73248,0.50187,0.99944,0.73633,0.58454,0.64067,0.41049,1.15003,0.87555,1.41927,0.00116492,0.00116492,0.00116492
30,75.9843,0.70331,0.49246,1.0085,0.75219,0.58464,0.65758,0.41677,1.16616,0.8389,1.36411,0.00115549,0.00115549,0.00115549
31,78.5096,0.70318,0.49566,1.01229,0.73026,0.59729,0.68628,0.46319,1.11929,0.80147,1.35805,0.00114606,0.00114606,0.00114606
32,81.0052,0.71963,0.52323,1.03319,0.88372,0.54622,0.66742,0.43331,1.24007,0.86269,1.49923,0.00113663,0.00113663,0.00113663
33,83.4951,0.67701,0.48604,0.98489,0.66912,0.66122,0.66711,0.43457,1.15947,0.80016,1.45226,0.0011272,0.0011272,0.0011272
34,85.9674,0.71102,0.48384,0.99188,0.77291,0.63435,0.67268,0.43842,1.18781,0.81287,1.46998,0.00111776,0.00111776,0.00111776
35,88.4515,0.6881,0.4819,0.9946,0.80876,0.60295,0.66627,0.42548,1.15242,0.82498,1.41761,0.00110833,0.00110833,0.00110833
36,90.9626,0.65182,0.4519,0.9772,0.69488,0.57234,0.63985,0.42516,1.12275,0.88023,1.36892,0.0010989,0.0010989,0.0010989
37,93.5778,0.65158,0.44751,0.99608,0.74041,0.58515,0.65139,0.41844,1.16801,0.84375,1.40523,0.00108947,0.00108947,0.00108947
38,96.0713,0.66338,0.47267,0.99153,0.67951,0.56869,0.65618,0.43402,1.11323,0.76985,1.34306,0.00108004,0.00108004,0.00108004
39,98.548,0.64483,0.47842,0.98139,0.69329,0.71106,0.67875,0.42826,1.22846,0.79781,1.40449,0.00107061,0.00107061,0.00107061
40,101.063,0.64668,0.45146,0.98191,0.67414,0.62259,0.66114,0.44865,1.11549,0.79176,1.3706,0.00106118,0.00106118,0.00106118
41,103.553,0.67495,0.46558,0.99633,0.68621,0.58018,0.65039,0.42674,1.1551,0.81103,1.35008,0.00105174,0.00105174,0.00105174
42,106.135,0.63176,0.43381,0.96627,0.5784,0.72384,0.64122,0.41189,1.18978,0.82273,1.41617,0.00104231,0.00104231,0.00104231
43,108.647,0.63918,0.44262,0.9754,0.70365,0.64572,0.65976,0.42721,1.1878,0.83718,1.41917,0.00103288,0.00103288,0.00103288
44,111.17,0.64192,0.50501,1,0.80057,0.55397,0.67609,0.43113,1.11816,0.82707,1.33965,0.00102345,0.00102345,0.00102345
45,113.659,0.67042,0.4677,0.99263,0.65245,0.66078,0.63917,0.40619,1.12152,0.84558,1.41932,0.00101402,0.00101402,0.00101402
46,116.147,0.65664,0.46272,0.99485,0.69056,0.62829,0.64086,0.40024,1.20999,0.85547,1.45136,0.00100459,0.00100459,0.00100459
47,118.649,0.64556,0.47902,0.98199,0.73128,0.63337,0.6514,0.42117,1.19089,0.89281,1.46476,0.000995156,0.000995156,0.000995156
48,121.173,0.63726,0.44605,0.97385,0.77651,0.65538,0.68432,0.4576,1.19553,0.83018,1.43158,0.000985724,0.000985724,0.000985724
49,123.761,0.64274,0.45786,0.97586,0.75161,0.64962,0.69241,0.46843,1.16391,0.80336,1.3794,0.000976293,0.000976293,0.000976293
50,126.264,0.63109,0.4429,0.97721,0.61628,0.73795,0.69457,0.47182,1.1375,0.83247,1.38968,0.000966861,0.000966861,0.000966861
51,128.74,0.62179,0.43618,0.96028,0.66521,0.65417,0.65712,0.44283,1.12789,0.84729,1.39912,0.00095743,0.00095743,0.00095743
52,131.251,0.62434,0.43059,0.95594,0.79027,0.6183,0.64864,0.4462,1.07653,0.86191,1.35805,0.000947999,0.000947999,0.000947999
53,133.712,0.6003,0.42645,0.97329,0.61922,0.7396,0.69699,0.47711,1.11475,0.79183,1.39143,0.000938567,0.000938567,0.000938567
54,136.285,0.60367,0.42918,0.95647,0.59995,0.67815,0.69276,0.46493,1.15001,0.80803,1.40436,0.000929136,0.000929136,0.000929136
55,138.757,0.59739,0.41233,0.96424,0.63583,0.61002,0.65698,0.45432,1.09615,0.73247,1.33651,0.000919704,0.000919704,0.000919704
56,141.277,0.58856,0.42271,0.94711,0.59515,0.67686,0.64956,0.44271,1.11786,0.74001,1.36119,0.000910273,0.000910273,0.000910273
57,143.742,0.57498,0.40852,0.94826,0.66996,0.72797,0.69778,0.45741,1.15947,0.75372,1.41392,0.000900842,0.000900842,0.000900842
58,146.219,0.60369,0.4113,0.96393,0.668,0.7184,0.66506,0.44539,1.14871,0.76561,1.44353,0.00089141,0.00089141,0.00089141
59,148.679,0.59392,0.40989,0.95902,0.67271,0.66277,0.67921,0.45513,1.14093,0.79269,1.43482,0.000881979,0.000881979,0.000881979
60,151.198,0.57013,0.40438,0.94669,0.7098,0.5517,0.61619,0.43225,1.09641,0.82315,1.33394,0.000872547,0.000872547,0.000872547
61,153.805,0.57416,0.41076,0.94542,0.66576,0.58264,0.60901,0.41542,1.10719,0.8392,1.34148,0.000863116,0.000863116,0.000863116
62,156.308,0.59214,0.40025,0.94813,0.78664,0.59249,0.63853,0.43154,1.11085,0.80832,1.35465,0.000853685,0.000853685,0.000853685
63,158.766,0.55734,0.38979,0.92866,0.78219,0.58463,0.62156,0.41965,1.1374,0.81185,1.40202,0.000844253,0.000844253,0.000844253
64,161.27,0.57491,0.40189,0.94619,0.64139,0.70692,0.652,0.43347,1.15735,0.8073,1.44849,0.000834822,0.000834822,0.000834822
65,163.757,0.54323,0.37489,0.92735,0.65235,0.65135,0.65559,0.43385,1.15086,0.7745,1.47415,0.00082539,0.00082539,0.00082539
66,166.241,0.56141,0.39672,0.93886,0.60286,0.67815,0.65644,0.45064,1.11472,0.75588,1.42399,0.000815959,0.000815959,0.000815959
67,168.906,0.59943,0.41196,0.94093,0.61505,0.68238,0.63755,0.44639,1.08954,0.75046,1.39516,0.000806528,0.000806528,0.000806528
68,171.53,0.53913,0.38384,0.92467,0.70988,0.66303,0.64544,0.44606,1.08472,0.7576,1.37226,0.000797096,0.000797096,0.000797096
69,174.31,0.57912,0.39317,0.93248,0.66531,0.65984,0.62931,0.43367,1.07064,0.79674,1.33068,0.000787665,0.000787665,0.000787665
70,177.07,0.541,0.37215,0.92433,0.69546,0.66291,0.6539,0.43986,1.08251,0.81316,1.34099,0.000778233,0.000778233,0.000778233
71,179.814,0.54907,0.38137,0.93214,0.8079,0.61206,0.6615,0.44992,1.0982,0.79756,1.35745,0.000768802,0.000768802,0.000768802
72,182.636,0.53529,0.37544,0.94213,0.70115,0.63208,0.62874,0.4206,1.12751,0.77836,1.44609,0.000759371,0.000759371,0.000759371
73,185.488,0.52248,0.35349,0.9236,0.63546,0.71878,0.63277,0.42883,1.14767,0.76974,1.46081,0.000749939,0.000749939,0.000749939
74,188.276,0.52842,0.36597,0.91448,0.66926,0.63775,0.6391,0.42716,1.14858,0.75846,1.44486,0.000740508,0.000740508,0.000740508
75,191.106,0.52578,0.36655,0.93144,0.71315,0.62551,0.6313,0.41823,1.12407,0.80025,1.42204,0.000731076,0.000731076,0.000731076
76,193.848,0.53359,0.37578,0.92104,0.69195,0.62374,0.61987,0.41573,1.10659,0.83579,1.4145,0.000721645,0.000721645,0.000721645
77,196.534,0.52682,0.36816,0.91979,0.73602,0.60854,0.63678,0.43495,1.0954,0.78548,1.36602,0.000712214,0.000712214,0.000712214
78,199.192,0.54885,0.37302,0.9271,0.67537,0.5946,0.60744,0.42273,1.07473,0.83893,1.34004,0.000702782,0.000702782,0.000702782
79,201.923,0.53573,0.37793,0.92868,0.63987,0.63755,0.60949,0.4143,1.11286,0.88929,1.37249,0.000693351,0.000693351,0.000693351
80,204.795,0.52353,0.35324,0.91357,0.81075,0.61382,0.68268,0.45162,1.08479,0.75116,1.37082,0.000683919,0.000683919,0.000683919
81,207.461,0.50987,0.36895,0.92226,0.81249,0.60151,0.71618,0.49107,1.06073,0.76043,1.35311,0.000674488,0.000674488,0.000674488
82,210.337,0.5382,0.37285,0.93244,0.90916,0.61282,0.70476,0.48206,1.06094,0.77385,1.3642,0.000665057,0.000665057,0.000665057
83,213.097,0.51676,0.36525,0.9253,0.88591,0.61366,0.70439,0.486,1.12007,0.79393,1.41581,0.000655625,0.000655625,0.000655625
84,215.824,0.51525,0.3657,0.93203,0.59351,0.6667,0.62908,0.44227,1.04129,0.79028,1.34998,0.000646194,0.000646194,0.000646194
85,218.565,0.52302,0.35634,0.90943,0.72739,0.57139,0.6546,0.45045,1.04081,0.74887,1.3491,0.000636762,0.000636762,0.000636762
86,221.313,0.49889,0.34577,0.89818,0.71024,0.64125,0.67138,0.4686,1.06321,0.76469,1.37019,0.000627331,0.000627331,0.000627331
87,224.192,0.50276,0.3483,0.9183,0.87725,0.65082,0.68363,0.48296,1.07138,0.77359,1.38094,0.0006179,0.0006179,0.0006179
88,226.929,0.4971,0.34421,0.91502,0.78779,0.62371,0.64699,0.44697,1.11471,0.80626,1.42193,0.000608468,0.000608468,0.000608468
89,229.66,0.51776,0.35814,0.92251,0.72257,0.55284,0.61145,0.4207,1.10362,0.81346,1.42585,0.000599037,0.000599037,0.000599037
90,232.444,0.50598,0.3448,0.91423,0.65489,0.60122,0.65447,0.45024,1.06215,0.81805,1.35208,0.000589605,0.000589605,0.000589605
91,235.206,0.48658,0.34277,0.89994,0.67761,0.65156,0.63405,0.44583,1.05232,0.82512,1.34232,0.000580174,0.000580174,0.000580174
92,238.074,0.48456,0.33997,0.89827,0.7384,0.59763,0.64901,0.45218,1.10568,0.81789,1.36905,0.000570743,0.000570743,0.000570743
93,241.069,0.50273,0.3389,0.91006,0.89885,0.57536,0.68708,0.49283,1.1054,0.84473,1.38217,0.000561311,0.000561311,0.000561311
94,243.908,0.48801,0.35111,0.93549,0.90533,0.59763,0.68503,0.48442,1.09478,0.83435,1.35159,0.00055188,0.00055188,0.00055188
95,246.742,0.49517,0.35008,0.9151,0.85108,0.63135,0.68576,0.48967,1.09651,0.80916,1.38112,0.000542448,0.000542448,0.000542448
96,249.564,0.50863,0.35198,0.91881,0.88839,0.61287,0.67712,0.48643,1.07724,0.8044,1.34304,0.000533017,0.000533017,0.000533017
97,252.392,0.4635,0.32906,0.89535,0.90582,0.60926,0.67858,0.47546,1.06075,0.80634,1.32769,0.000523586,0.000523586,0.000523586
98,255.207,0.48156,0.34734,0.91808,0.89947,0.6226,0.69683,0.48069,1.03858,0.76296,1.31649,0.000514154,0.000514154,0.000514154
99,258.036,0.47165,0.33444,0.90943,0.87674,0.62741,0.68394,0.47504,1.02417,0.73855,1.33038,0.000504723,0.000504723,0.000504723
100,260.962,0.48559,0.33901,0.92927,0.8751,0.60457,0.68864,0.47919,1.05508,0.71907,1.3598,0.000495291,0.000495291,0.000495291
101,263.561,0.47359,0.32482,0.89957,0.78639,0.64876,0.69402,0.49579,1.06176,0.735,1.3672,0.00048586,0.00048586,0.00048586
102,266.261,0.44959,0.33007,0.89427,0.9047,0.6245,0.70125,0.50577,1.03859,0.74031,1.3408,0.000476429,0.000476429,0.000476429
103,268.963,0.46869,0.32547,0.89833,0.88309,0.65912,0.71907,0.52352,1.02038,0.73333,1.3374,0.000466997,0.000466997,0.000466997
104,271.737,0.45266,0.31192,0.88986,0.88172,0.6583,0.72014,0.50975,1.02978,0.72188,1.32605,0.000457566,0.000457566,0.000457566
105,274.347,0.46887,0.33752,0.9038,0.88009,0.66353,0.74137,0.52134,1.02458,0.71101,1.33759,0.000448134,0.000448134,0.000448134
106,277.159,0.45708,0.31517,0.88782,0.78943,0.65285,0.69385,0.48995,1.02542,0.72003,1.34947,0.000438703,0.000438703,0.000438703
107,279.75,0.44803,0.32488,0.89804,0.76465,0.65883,0.6857,0.47971,1.03037,0.75765,1.35647,0.000429272,0.000429272,0.000429272
108,282.377,0.45424,0.316,0.89489,0.74025,0.66072,0.67674,0.47806,1.07726,0.76718,1.40646,0.00041984,0.00041984,0.00041984
109,284.978,0.44402,0.31463,0.90403,0.66465,0.66661,0.65738,0.4646,1.0628,0.77581,1.41418,0.000410409,0.000410409,0.000410409
110,287.568,0.43724,0.31135,0.90004,0.65474,0.67367,0.66979,0.46311,1.07243,0.78097,1.43113,0.000400977,0.000400977,0.000400977
111,290.171,0.43365,0.31816,0.8881,0.82642,0.67168,0.71454,0.48207,1.08014,0.77619,1.42552,0.000391546,0.000391546,0.000391546
112,292.9,0.44797,0.31888,0.89617,0.84755,0.67048,0.7039,0.47914,1.04617,0.72733,1.39981,0.000382115,0.000382115,0.000382115
113,295.515,0.42964,0.31004,0.88784,0.79259,0.65901,0.67641,0.46423,1.04102,0.74023,1.37782,0.000372683,0.000372683,0.000372683
114,298.12,0.44196,0.30652,0.88615,0.70076,0.66273,0.63205,0.44759,1.0187,0.78429,1.34243,0.000363252,0.000363252,0.000363252
115,300.739,0.44431,0.32228,0.90411,0.66031,0.66992,0.61734,0.4392,1.01396,0.81914,1.34985,0.00035382,0.00035382,0.00035382
116,303.37,0.44266,0.31691,0.90342,0.64606,0.65129,0.60897,0.43828,1.0522,0.81015,1.41342,0.000344389,0.000344389,0.000344389
117,305.968,0.42379,0.30553,0.8864,0.67867,0.64331,0.59773,0.42664,1.06667,0.79948,1.42706,0.000334958,0.000334958,0.000334958
118,308.561,0.41497,0.30067,0.8919,0.70462,0.62811,0.60952,0.43745,1.07137,0.77196,1.43579,0.000325526,0.000325526,0.000325526
119,311.257,0.42704,0.29633,0.89676,0.68309,0.64362,0.61821,0.44268,1.07222,0.75831,1.42988,0.000316095,0.000316095,0.000316095
120,313.863,0.40879,0.29231,0.87443,0.67851,0.66596,0.63892,0.45393,1.03234,0.73301,1.39662,0.000306663,0.000306663,0.000306663
121,316.455,0.41311,0.2931,0.88132,0.79861,0.64727,0.70161,0.48665,1.0431,0.70881,1.39581,0.000297232,0.000297232,0.000297232
122,319.03,0.41406,0.29246,0.88048,0.78092,0.65682,0.69226,0.47751,1.04472,0.73295,1.38415,0.000287801,0.000287801,0.000287801
123,321.606,0.40814,0.28738,0.87839,0.88305,0.64687,0.7274,0.49986,1.06106,0.77314,1.39177,0.000278369,0.000278369,0.000278369
124,324.202,0.42204,0.30029,0.8842,0.75876,0.65464,0.6992,0.48804,1.07325,0.80225,1.41744,0.000268938,0.000268938,0.000268938
125,326.816,0.39936,0.28381,0.87733,0.7439,0.67648,0.66123,0.46414,1.06505,0.78545,1.41821,0.000259506,0.000259506,0.000259506
126,329.51,0.39924,0.28703,0.87331,0.73917,0.67134,0.66297,0.46457,1.07721,0.79493,1.42544,0.000250075,0.000250075,0.000250075
127,332.107,0.38641,0.2772,0.87113,0.7556,0.6526,0.66649,0.46308,1.08861,0.79865,1.43349,0.000240644,0.000240644,0.000240644
128,334.729,0.41208,0.29655,0.88611,0.6649,0.65716,0.65916,0.4647,1.08007,0.78592,1.40921,0.000231212,0.000231212,0.000231212
129,337.312,0.38265,0.27451,0.86816,0.6745,0.66385,0.66993,0.47173,1.05907,0.77795,1.39342,0.000221781,0.000221781,0.000221781
130,339.911,0.40228,0.28871,0.89534,0.66906,0.66445,0.66739,0.46343,1.04991,0.78159,1.38835,0.000212349,0.000212349,0.000212349
131,342.493,0.40357,0.2975,0.88595,0.62846,0.65519,0.62671,0.43907,1.05705,0.78844,1.40125,0.000202918,0.000202918,0.000202918
132,345.215,0.3901,0.28688,0.89122,0.72503,0.56971,0.61981,0.43385,1.06394,0.83284,1.39436,0.000193487,0.000193487,0.000193487
133,347.8,0.39389,0.27562,0.8613,0.61632,0.65408,0.60988,0.43648,1.07533,0.8314,1.39237,0.000184055,0.000184055,0.000184055
134,350.405,0.40184,0.27829,0.87464,0.62603,0.6504,0.60878,0.43885,1.07834,0.81582,1.39936,0.000174624,0.000174624,0.000174624
135,352.991,0.39787,0.28062,0.88217,0.71794,0.5655,0.62679,0.44589,1.08917,0.79875,1.41338,0.000165192,0.000165192,0.000165192
136,355.605,0.40375,0.28799,0.88175,0.72362,0.59234,0.6356,0.44815,1.08482,0.78769,1.42944,0.000155761,0.000155761,0.000155761
137,358.188,0.38111,0.27569,0.87025,0.72375,0.60222,0.62919,0.44468,1.0663,0.77604,1.41629,0.00014633,0.00014633,0.00014633
138,360.9,0.38272,0.27661,0.88473,0.59195,0.62818,0.6369,0.45429,1.0558,0.76012,1.40266,0.000136898,0.000136898,0.000136898
139,363.498,0.37588,0.26727,0.87423,0.57871,0.61898,0.64753,0.45813,1.0509,0.77346,1.39048,0.000127467,0.000127467,0.000127467
140,366.11,0.39055,0.28162,0.87194,0.62109,0.65608,0.65541,0.46269,1.05093,0.78636,1.38663,0.000118035,0.000118035,0.000118035
141,388.176,0.36956,0.25067,0.84025,0.58967,0.62162,0.63901,0.45266,1.09243,0.81514,1.45866,0.000108604,0.000108604,0.000108604
142,391.001,0.35494,0.23737,0.82067,0.58766,0.62012,0.63445,0.44447,1.10396,0.80162,1.4785,9.91726e-05,9.91726e-05,9.91726e-05
143,393.752,0.32479,0.21961,0.81674,0.61044,0.61765,0.62435,0.44172,1.10091,0.78874,1.48847,8.97412e-05,8.97412e-05,8.97412e-05
144,396.577,0.32932,0.2294,0.82587,0.72305,0.58987,0.66071,0.46629,1.07913,0.77125,1.47248,8.03098e-05,8.03098e-05,8.03098e-05
145,399.455,0.32211,0.21785,0.83276,0.84274,0.57533,0.66111,0.47305,1.07523,0.76749,1.46303,7.08784e-05,7.08784e-05,7.08784e-05
146,402.181,0.31611,0.22188,0.82858,0.67929,0.58967,0.64171,0.45948,1.06899,0.77337,1.4603,6.1447e-05,6.1447e-05,6.1447e-05
147,404.931,0.29172,0.20146,0.80274,0.72249,0.57046,0.64255,0.46278,1.06164,0.77676,1.44588,5.20156e-05,5.20156e-05,5.20156e-05
148,407.756,0.30845,0.20883,0.80968,0.72436,0.57661,0.64114,0.46358,1.05574,0.77657,1.44107,4.25842e-05,4.25842e-05,4.25842e-05
149,410.504,0.31976,0.2117,0.8185,0.70947,0.578,0.6444,0.46716,1.05228,0.77656,1.43735,3.31528e-05,3.31528e-05,3.31528e-05
